dt,avg_temp,avg_temp_uncertainty,country
1931-11-01,24.543000000000003,0.547,Bahamas
1931-12-01,24.375,0.7959999999999999,Bahamas
1932-01-01,23.283,1.006,Bahamas
1932-02-01,23.654,0.6779999999999999,Bahamas
1932-03-01,22.727,0.299,Bahamas
1932-04-01,23.637,0.38,Bahamas
1932-05-01,26.387,0.911,Bahamas
1932-06-01,27.299,0.436,Bahamas
1932-07-01,28.174,0.3670000000000001,Bahamas
1932-08-01,28.247,0.22,Bahamas
1932-09-01,27.891,0.283,Bahamas
1932-10-01,25.977,0.8220000000000001,Bahamas
1932-11-01,23.116,0.5329999999999999,Bahamas
1932-12-01,23.137,0.815,Bahamas
1933-01-01,22.368,0.8320000000000001,Bahamas
1933-02-01,23.201,0.451,Bahamas
1933-03-01,23.374,0.295,Bahamas
1933-04-01,24.506,0.334,Bahamas
1933-05-01,26.713,0.33,Bahamas
1933-06-01,27.104,0.252,Bahamas
1933-07-01,27.514,0.534,Bahamas
1933-08-01,28.41,0.307,Bahamas
1933-09-01,27.911,0.229,Bahamas
1933-10-01,26.507,0.479,Bahamas
1933-11-01,23.389,0.384,Bahamas
1933-12-01,23.241,0.362,Bahamas
1934-01-01,22.745,0.226,Bahamas
1934-02-01,21.612,0.376,Bahamas
1934-03-01,22.998,0.254,Bahamas
1934-04-01,23.697000000000006,0.36,Bahamas
1934-05-01,25.553,0.301,Bahamas
1934-06-01,27.344,0.229,Bahamas
1934-07-01,28.018,0.213,Bahamas
1934-08-01,28.213,0.268,Bahamas
1934-09-01,27.619,0.243,Bahamas
1934-10-01,26.467,0.297,Bahamas
1934-11-01,23.577,0.754,Bahamas
1934-12-01,21.922,0.542,Bahamas
1935-01-01,21.967,0.42,Bahamas
1935-02-01,21.562,0.52,Bahamas
1935-03-01,23.516,0.42,Bahamas
1935-04-01,24.698,0.467,Bahamas
1935-05-01,26.381,0.298,Bahamas
1935-06-01,26.964,0.298,Bahamas
1935-07-01,27.855,0.302,Bahamas
1935-08-01,28.138,0.201,Bahamas
1935-09-01,27.543000000000003,0.3,Bahamas
1935-10-01,26.008000000000006,0.293,Bahamas
1935-11-01,23.942,0.296,Bahamas
1935-12-01,20.543000000000003,0.453,Bahamas
1936-01-01,22.678,0.545,Bahamas
1936-02-01,22.315,0.379,Bahamas
1936-03-01,22.711,0.435,Bahamas
1936-04-01,24.288,0.397,Bahamas
1936-05-01,25.679,0.355,Bahamas
1936-06-01,26.867,0.319,Bahamas
1936-07-01,28.318,0.329,Bahamas
1936-08-01,28.218000000000004,0.282,Bahamas
1936-09-01,27.617,0.259,Bahamas
1936-10-01,26.981,0.226,Bahamas
1936-11-01,24.391,0.338,Bahamas
1936-12-01,23.286,0.255,Bahamas
1937-01-01,24.683000000000003,0.476,Bahamas
1937-02-01,22.618,0.232,Bahamas
1937-03-01,23.321,0.302,Bahamas
1937-04-01,24.258000000000006,0.299,Bahamas
1937-05-01,25.565,0.307,Bahamas
1937-06-01,27.487,0.262,Bahamas
1937-07-01,28.174,0.335,Bahamas
1937-08-01,28.328000000000003,0.271,Bahamas
1937-09-01,27.798,0.265,Bahamas
1937-10-01,26.112,0.355,Bahamas
1937-11-01,24.267,0.555,Bahamas
